GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
lab4,cs.lab,SubseqLength,0,4,0,0,0,2,0,1,0,1
lab4,cs.lab,DNASequencer,0,169,0,14,0,22,0,11,0,4
lab4,cs.lab,ListSize,0,4,0,0,0,2,0,1,0,1
